reg.nr,Dy0sti,Myntort och årtal,AD,gram,kondition,"""fynd""","""fynd""",Hegira Date 1,X,Date Range 1,Date range 2,2 Date Range 1,2 Date Range 2
0,Ab1,Madi0t Isbahan [19]9,0,1.04,f 3n,1:NVlag4,0,199,0,814,815,0,0
0,Ab1,Madi0t Isbahan 208,0,2.42,4n,1:NVlag4,0,208,0,823,824,0,0
0,Ab1,[Madi0t Isbahan] 2[08],0,0.86,f,1:x,0,208,0,823,824,0,0
0,Ab1,[Madi0t Isbaha]n [20]8,0,0.48,f,1:x,0,208,0,823,824,0,0
0,Ab1,Madi0t Isbahan 209,0,1.56,f,1:oreg.,0,209,0,824,825,0,0
0,Ab2,Isbahan [2]20,0,1.35,f,0,181,220,0,835,0,0,0
0,Ab2,Is[bahan] [227?32],0,1.31,f,1:x,0,227,232,841,842,0,0
0,Ab2,Isbahan [23]9,0,1,f,1:NVlag4,0,239,0,853,854,0,0
0,Ab2,Isbahan [249?51],0,0.69,f,1:oreg.,0,249,251,863,864,0,0
0,Ab1,Madi0t Jayy 162,0,1.99,9n.,1:oreg.,0,162,0,778,779,0,0
0,Ab1,Madi0t Jayy [162],0,1.01,f 1n,1:oreg.,0,162,0,778,779,0,0
0,Ab1,[Madi0t Jayy] [162],0,0.78,f,1:oreg.,0,162,0,778,779,0,0
0,Ab1,[Junday Sabur?] 135,0,1.02,f,0,181,135,0,752,753,0,0
0,Ab1,alKufa 132,0,1.56,f 2n,1:oreg.,0,132,0,749,750,0,0
0,Ab1,alKufa 132,0,1.41,f 9n,1:NVlag4,0,132,0,749,750,0,0
0,Ab1,alKufa 132,0,1.35,f 4n,0,173,132,0,749,750,0,0
0,Ab1,alKufa [1]33,0,2.27,f,0,173,133,0,750,751,0,0
0,Ab1,[alKufa] 1[40],0,1,f,1:NVlag4,0,140,0,757,758,0,0
0,Ab1,alKufa [202?] {202?4},0,1.36,f 1h,1:oreg.,0,202,204,817,818,0,0
0,Ab1,Madi0t alSalam 149,0,2.45,h,1:oreg.,0,149,0,766,767,0,0
0,Ab1,Madi0t alSalam 150,0,1.49,f 1n,1:oreg.,0,150,0,767,768,0,0
0,Ab1,[Madi0t] alSalam 151,0,0.92,f 1n,0,181,151,0,768,769,0,0
0,Ab1,Madi0t alSalam [15]3,0,1.15,fg,0,181,153,0,770,0,0,0
0,Ab1,[Madi0t alSa]lam 154,0,0.67,f 1n,1:x,0,154,0,770,771,0,0
0,Ab1,Madi0t alSalam [155],0,1.03,f 9n,0,181,155,0,771,772,0,0
0,Ab1,[Madi0t alSalam] 156,0,0.91,f,1:NÖlag2,0,156,0,772,773,0,0
0,Ab1,[Madi0t alSa]lam 157,0,1.58,f,1:x,0,157,0,773,774,0,0
0,Ab1,Madi0t alSalam 157,0,1.56,1n,1:oreg.,0,157,0,773,774,0,0
0,Ab1,Madi0t alSalam [15]7,0,1.36,f,0,173,157,0,773,774,0,0
0,Ab1,[Madi0t alSalam] [156?58],0,0.93,f,1:NÖlag2,0,156,158,772,773,0,0
0,Ab1,Madi0t alSalam 160,0,1.77,f 10n,0,181,160,0,776,777,0,0
0,Ab1,Madi0t alSalam [16]1,0,1.61,f,1:NVlag4,0,161,0,777,778,0,0
0,Ab1,Madi0t alSalam 162,0,2.85,1g 15n,1:oreg.,0,162,0,778,779,0,0
0,Ab1,Madi0t alSalam 162,0,2.8,0,1:NVlag4,0,162,0,778,779,0,0
0,Ab1,Madi0t alSalam 162,0,2.67,0,1:oreg.,0,162,0,778,779,0,0
0,Ab1,Madi0t alSalam 162,0,1.6,f 2n,1:oreg.,0,162,0,778,779,0,0
0,Ab1,Madi0t alSalam 162,0,1.34,f 1n,1:oreg.,0,162,0,778,779,0,0
0,Ab1,Madi0t alSalam 164,0,1.87,f 1n.,1:oreg.,0,164,0,780,781,0,0
0,Ab1,Madi0t alSalam 180,0,2.86,0,1:x,0,180,0,796,797,0,0
0,Ab1,[Madi0t alSala]m 181,0,1.74,f 4n,1:oreg.,0,181,0,797,798,0,0
0,Ab1,[Madi0t alSalam] [180?83],0,1.03,f 4n,1:NVlag4,0,180,183,796,797,0,0
0,Ab1,[Madi0t alSalam] 1[80?86],0,0.85,f 1n,1:NÖlag2,0,180,186,796,797,0,0
0,Ab1,Madi0t alSalam 187,0,2.87,0,1:oreg.,0,187,0,802,803,0,0
0,Ab1,Madi0t alSalam 187,0,2.82,r 2n,1:oreg.,0,187,0,802,803,0,0
0,Ab1,Madi0t alSalam 1(88),0,1.17,f,1:oreg.,0,188,0,803,804,0,0
0,Ab1,Madi0t alSalam 189,0,2.34,0,0,181,189,0,804,805,0,0
0,Ab1,Madi0t alSalam 189,0,2.3,0,1:NVlag4,0,189,0,804,805,0,0
0,Ab1,[Madi0t alSalam] 18[9],0,1.79,f,1:NÖlag2,0,189,0,804,805,0,0
0,Ab1,[Madi0t alSalam] 1[89],0,1.4,f,1:NÖlag2,0,189,0,804,805,0,0
0,Ab1,Madi0t alSalam 191,0,2.86,20n,1:x,0,191,0,806,807,0,0
0,Ab1,Madi0t alSalam 192,0,2.81,2n,1:oreg.,0,192,0,807,808,0,0
0,Ab1,Madi0t alSalam 193,0,2.95,8n,1:x,0,193,0,808,809,0,0
0,Ab1,Madi0t alSalam 194,0,2.94,0,1:oreg.,0,194,0,809,810,0,0
0,Ab1,Madi0t alSalam [1]94,0,1.18,f 9n,1:x,0,194,0,809,810,0,0
0,Ab1,Madi0t alSalam 195,0,2.91,2n,1:x,0,195,0,810,811,0,0
0,Ab1,Madi0t alSalam 195,0,2.28,f 3n,1:NVlag4,0,195,0,810,811,0,0
0,Ab1,Madi0t alSalam 200,0,2.92,6n,1:oreg.,0,200,0,815,816,0,0
0,Ab1,Madi0t [alSalam] [203],0,1.5,f 4n,0,181,203,0,818,819,0,0
0,Ab1,Madi0t alSalam [20]3,0,0.77,f,0,173,203,0,818,819,0,0
0,Ab1,Madi0t alSalam [20]6,0,1.28,f,1:oreg.,0,206,0,821,822,0,0
0,Ab1,Madi0t alSalam [206?18],0,1.09,f,1:oreg.,0,206,218,821,822,0,0
0,Ab1,[Madi0t alSalam?] [206?18],0,0.77,f,1:x,0,206,218,821,822,0,0
0,Ab1,[Madi0t alSalam] 21[8],0,1.16,f,0,173,218,0,833,834,0,0
0,Ab1,Madi0t alSalam [2]18,0,1.13,f 3n,1:oreg.,0,218,0,833,834,0,0
0,Ab2,Madi0t alSalam 219,0,3.2,1h 1nl,0,43,219,0,834,835,0,0
0,Ab2,Madi0t alSalam [2]25,0,1.82,f,0,173,225,0,839,840,0,0
0,Ab2,Madi0t alSalam [219?26],0,0.67,f,0,181,219,226,834,835,0,0
0,Ab2,[Madi0t alSa]lam [22/23]1,0,0.44,f,1:oreg.,0,221,231,835,836,0,0
0,Ab2,Madi0t [alSalam] [227?32],0,0.41,f,1:oreg.,0,227,232,841,842,0,0
0,Ab2,Madi0t alSalam 24(0?6),0,2.69,.,1:NVlag4,0,240,246,854,855,0,0
0,Ab2,Madi0t alSalam 246,0,2.61,0,0,181,246,0,860,861,0,0
0,Ab2,Madi0t Mah al[Kufa] [240?47,0,0.95,f,1:oreg.,0,240,247,854,855,0,0
0,Ab2,Madi0t Mah alKufa 247,0,2.98,1n,1:x,0,247,0,861,862,0,0
0,Ab2,Madi0t alSalam [219?55],0,0.76,f,1:x,0,219,255,834,835,0,0
0,Ab1,[Marw] [2]12,0,0.79,f 4n,1:NVlag4,0,212,0,827,828,0,0
0,Ab2,Marw [219?26],0,1.31,f,1:NÖlag2,0,219,226,834,835,0,0
0,Ab2,Marw [24]7,0,1.05,f,1:x,0,247,0,861,862,0,0
0,Ab1,alMuhammadiyya 148,0,1.57,f,1:x,0,148,0,765,766,0,0
0,Ab1,[alMuhammadiyya] 149,0,1.13,f 1n,1:NVlag4,0,149,0,766,767,0,0
0,Ab1,alMuhammadiyya 151,0,2.72,4n,1:oreg.,0,151,0,768,769,0,0
0,Ab1,alMuhammadiyya 155,0,2.8,0,0,173,155,0,771,772,0,0
0,Ab1,alMuhammadiyya 167,0,2.18,f 5n,1:NVlag4,0,167,0,783,784,0,0
0,Ab1,alMu[hammadiyya] [169],0,1.49,f 2n,1:NVlag4,0,169,0,785,786,0,0
0,Ab1,alMuhammadiyya 1(8)1,0,2.84,3n,1:NVlag4,0,181,0,797,798,0,0
0,Ab1,alMuhammadiyya 1(8)2,0,2.14,f,0,173,182,0,798,799,0,0
0,Ab1,alMuhammadiyya [180?86],0,0.94,f,1:NVlag4,0,180,186,796,797,0,0
0,Ab1,[alMuhamma]diyya 186,0,1.35,f,0,173,186,0,802,0,0,0
0,Ab1,alMuhammadiyya [1]88,0,1.89,f 1n,0,173,188,0,803,804,0,0
0,Ab1,alMuhammadiyya 191,0,2.41,e,0,181,191,0,806,807,0,0
0,Ab1,alMuhammadiyya 191,0,1.36,f,1:NVlag4,0,191,0,806,807,0,0
0,Ab2,[alMuhamma]diyya [24]8,0,0.82,f 1n,1:x,0,248,0,862,863,0,0
0,Ab2,[al]Muhammadiyya [249?51],0,0.51,f,0,173,249,251,863,864,0,0
0,Ab1,[Madi0t 0ys]abur 197,0,1.35,f 2n,0,181,197,0,812,813,0,0
0,Ab1,alRayy [145?48],0,1.5,f 1n,1:oreg.,0,145,148,762,763,0,0
0,Ab1,M Samarqand 197,0,2.78,eh,0,173,197,0,812,813,0,0
0,Ab1,M Samarqand 197,0,1.49,f,0,173,197,0,812,813,0,0
0,Ab1,M Samarqand [199],0,1.17,f 6n,1:NVlag4,0,199,0,814,815,0,0
0,Ab1,Samarqand 202,0,1.9,f,1:oreg.,0,202,0,817,818,0,0
0,Ab1,[Samarqan]d 218,0,1.28,f 6n,1:x,0,218,0,833,834,0,0
0,Ab1,Ma`din alShash [189?90],0,1.93,f,1:x,0,189,190,804,805,0,0
0,Ab1,alShash 218,0,1.47,f,1:x,0,218,0,833,834,0,0
0,Ab2,alShash [241?47],0,1.11,f,1:x,0,241,247,855,856,0,0
0,Ab2,Surra man ra'a 233,0,2.92,4n,0,173,233,0,847,848,0,0
0,Ab2,Surra man ra'a 23(3),0,1.62,f,1:NVlag4,0,233,0,847,848,0,0
0,Ab2,Surra man ra['a] [236?40],0,0.85,f,1:x,0,236,240,850,851,0,0
0,Ab2,Surra man ra'a [24]4,0,1.66,f 2n,1:NVlag4,0,244,0,858,859,0,0
0,Ab1,alYam[ama] [165?66],0,1.18,f 9n,1:NVlag4,0,165,166,781,782,0,0
0,Ab1,Madi0t [Zaranj] 1[86?89],0,1.83,f,1:oreg.,0,186,189,802,0,0,0
0,Ab1,[alRayy] 14[5?8]/[Muh]14[8?9,0,0.62,f 2n,0,181,145,148,762,763,0,0
0,Ab1,mint? 21[2],0,0.76,f 1h,1:oreg.,0,212,0,827,828,0,0
0,Ab1,mint? [206?18],0,0.52,f 4n,1:x,0,206,218,821,822,0,0
0,Ab2,mint? 2[19?26],0,1.17,f,1:oreg.,0,219,226,834,835,0,0
0,Ab2,mint? [219?26],0,0.86,f,0,181,219,226,834,835,0,0
0,Ab2,mint? [227?32],0,0.96,f,1:x,0,227,232,841,842,0,0
0,Ab2,mint? [227?32],0,0.83,f,0,173,227,232,841,842,0,0
0,Ab2,mint? [MS/Surra] 23[3?5],0,1.17,f,0,173,233,235,847,848,0,0
0,Ab2,mint? 23[258],0,0.58,f,1:oreg.,0,232,258,846,847,0,0
0,Ab2,mint? 2(33?47),0,1.59,f,0,173,233,247,847,848,0,0
0,Ab2,mint? 2[33?47],0,1.19,f,0,181,233,247,847,848,0,0
0,Ab2,mint? 2[33?47],0,1.16,f,1:NÖlag2,0,233,247,847,848,0,0
0,Ab2,mint? 2[33?47],0,1.03,f,0,173,233,247,847,848,0,0
0,Ab2,mint? [233?47],0,0.95,f 1n,1:x,0,233,247,847,848,0,0
0,Ab2,mint? [233?47],0,0.87,f,1:x,0,233,247,847,848,0,0
0,Ab2,mint? [233?47],0,0.78,f,1:oreg.,0,233,247,847,848,0,0
0,Ab2,mint? 2[33?47],0,0.76,f,1:x,0,233,247,847,848,0,0
0,Ab2,mint? [233?47],0,0.57,f,1:oreg.,0,233,247,847,848,0,0
0,Ab2,mint? [233?47],0,0.55,f,1:x,0,233,247,847,848,0,0
0,Ab2,mint? [236?47],0,1.21,f,1:x,0,236,247,850,851,0,0
0,Ab2,mint? 24[0?7],0,1.91,f,0,173,240,247,854,855,0,0
0,Ab2,mint? 2[47?],0,2.02,f,1:oreg.,0,247,0,861,862,0,0
0,Ab2,mint? 24[7],0,1.89,f,1:oreg.,0,247,0,861,862,0,0
0,Ab2,mint? [247],0,0.81,f h,1:x,0,247,0,861,862,0,0
0,Ab2,mint? 24[0?9],0,1.34,f,1:x,0,240,249,854,855,0,0
0,Ab2,mint? 24[0?9],0,0.64,f,1:oreg.,0,240,249,854,855,0,0
0,Ab2,mint? [248?51],0,1.06,f,1:x,0,248,251,862,863,0,0
0,Ab2,mint? [2](49?51),0,0.76,f,1:oreg.,0,249,251,863,864,0,0
0,Ab2,mint? [248?51],0,0.39,f,1:oreg.,0,248,251,862,863,0,0
0,Ab2,mint? (249?51),0,0.65,f,1:oreg.,0,249,251,863,864,0,0
0,Ab2,mint? [2]53,0,0.47,f,0,173,253,0,867,868,0,0
0,Ab2,mint? [219?55],0,1.3,f 2n,1:oreg.,0,219,255,834,835,0,0
0,Ab2,mint? [219?55],0,1.26,f,1:oreg.,0,219,255,834,835,0,0
0,Ab2,mint? 2[19?55],0,1.23,f,1:oreg.,0,219,255,834,835,0,0
0,Ab2,mint? [219?55],0,1.2,f,1:oreg.,0,219,255,834,835,0,0
0,Ab2,mint? 2[19?55],0,0.92,f,1:oreg.,0,219,255,834,835,0,0
0,Ab2,mint? 2[19?55],0,0.88,fh,1:oreg.,0,219,255,834,835,0,0
0,Ab2,mint? [219?55],0,0.72,f 3n,1:oreg.,0,219,255,834,835,0,0
0,Ab2,mint? [219?55],0,0.66,f,1:x,0,219,255,834,835,0,0
0,Ab2,mint? 2[19?55],0,0.56,f,1:oreg.,0,219,255,834,835,0,0
0,Ab2,mint? [219?55],0,0.54,f,1:x,0,219,255,834,835,0,0
0,Ab2,mint? 2[19?55],0,0.49,f 2n,1:oreg.,0,219,255,834,835,0,0
0,Ab2,mint? [219?55],0,0.48,f,1:oreg.,0,219,255,834,835,0,0
0,Ab2,mint? [219?55],0,0.46,f,1:oreg.,0,219,255,834,835,0,0
0,Ab2,mint? [219?55],0,0.36,f 3n,1:oreg.,0,219,255,834,835,0,0
0,Ab2,mint? [219?55],0,0.31,f,1:oreg.,0,219,255,834,835,0,0
0,Ab2,mint? [219?55],0,0.27,f 1n,1:x,0,219,255,834,835,0,0
0,Ab2,mint? [219?55],0,0.22,f,1:x,0,219,255,834,835,0,0
0,Ab2,mint? 2[20?55],0,1.31,f 1n,1:x,0,220,255,835,0,0,0
0,Ab2,mint? (c230?55),0,3.08,2n,1:x,0,230,255,844,845,0,0
0,Ab2,mint? [c230?55],0,2.43,f,1:x,0,230,255,844,845,0,0
0,Ab2,mint? [c230?55],0,2.09,f,1:oreg.,0,230,255,844,845,0,0
0,Ab2,mint? [c230?55],0,1.84,f,0,173,230,255,844,845,0,0
0,Ab2,mint? c2[30?55],0,1.6,f,1:x,0,230,255,844,845,0,0
0,Ab2,mint? [c230?55],0,1.27,f,1:x,0,230,255,844,845,0,0
0,Ab2,mint? [c230?55],0,1.23,f,1:oreg.,0,230,255,844,845,0,0
0,Ab2,mint? [c230?55],0,1.19,f 1n,1:x,0,230,255,844,845,0,0
0,Ab2,mint? [c230?55],0,1.09,f,1:oreg.,0,230,255,844,845,0,0
0,Ab2,mint? [c230?55],0,1.03,f,1:oreg.,0,230,255,844,845,0,0
0,Ab2,mint? c2[30?55],0,1.03,f 4n,1:x,0,230,255,844,845,0,0
0,Ab2,mint? c2[30?55],0,0.99,f,1:x,0,230,255,844,845,0,0
0,Ab2,mint? [c230?55],0,0.93,f.,0,173,230,255,844,845,0,0
0,Ab2,mint? [c230?55],0,0.92,f 4n,0,173,230,255,844,845,0,0
0,Ab2,mint? [c230?55],0,0.84,f,1:oreg.,0,230,255,844,845,0,0
0,Ab2,mint? c2[30?55],0,0.8,f,1:x,0,230,255,844,845,0,0
0,Ab2,mint? [c230?55],0,0.8,f 4n,0,173,230,255,844,845,0,0
0,Ab2,mint? [c230?55],0,0.78,f 2n,0,173,230,255,844,845,0,0
0,Ab2,mint? [c230?55],0,0.75,f,1:oreg.,0,230,255,844,845,0,0
0,Ab2,mint? [c230?55],0,0.74,f,1:x,0,230,255,844,845,0,0
0,Ab2,mint? [c230?55],0,0.72,f,1:x,0,230,255,844,845,0,0
0,Ab2,mint? [c230?55],0,0.7,f,1:oreg.,0,230,255,844,845,0,0
0,Ab2,mint? [c230?55],0,0.66,f,1:x,0,230,255,844,845,0,0
0,Ab2,mint? [c230?55],0,0.66,f 1n,1:oreg.,0,230,255,844,845,0,0
0,Ab2,mint? [c230?55],0,0.65,f,1:oreg.,0,230,255,844,845,0,0
0,Ab2,mint? [c230?55],0,0.65,f,1:x,0,230,255,844,845,0,0
0,Ab2,mint? [c230?55],0,0.64,f,0,173,230,255,844,845,0,0
0,Ab2,mint? [c230?55],0,0.62,f,1:x,0,230,255,844,845,0,0
0,Ab2,mint? [c230?55],0,0.62,f,1:oreg.,0,230,255,844,845,0,0
0,Ab2,mint? [c230?55],0,0.61,f,1:x,0,230,255,844,845,0,0
0,Ab2,mint? [c230?55],0,0.61,f,1:oreg.,0,230,255,844,845,0,0
0,Ab2,mint? [c230?55],0,0.59,f,1:oreg.,0,230,255,844,845,0,0
0,Ab2,mint? [c230?55],0,0.55,f 1n.,1:x,0,230,255,844,845,0,0
0,Ab2,mint? [c230?55],0,0.55,f,1:x,0,230,255,844,845,0,0
0,Ab2,mint? c2[30?55],0,0.53,f,1:NVlag4,0,230,255,844,845,0,0
0,Ab2,mint? [c230?55],0,0.53,f,1:oreg.,0,230,255,844,845,0,0
0,Ab2,mint? [c230?55],0,0.52,f,1:x,0,230,255,844,845,0,0
0,Ab2,mint? [c230?55],0,0.45,f 2n,1:oreg.,0,230,255,844,845,0,0
0,Ab2,mint? [c230?55],0,0.45,f,1:x,0,230,255,844,845,0,0
0,Ab2,mint? [c230?55],0,0.4,f,1:oreg.,0,230,255,844,845,0,0
0,Ab2,mint? [c230?55],0,0.39,f,1:x,0,230,255,844,845,0,0
0,Ab2,mint? [c230?55],0,0.38,f 1n,1:x,0,230,255,844,845,0,0
0,Ab2,mint? [c230?55],0,0.35,f,1:x,0,230,255,844,845,0,0
0,Ab2,mint? [c230?55],0,0.32,f 2n,0,173,230,255,844,845,0,0
0,Ab2,mint? [c230?55],0,0.12,f,1:x,0,230,255,844,845,0,0
0,Ab2,mint? [2]5[1?5],0,0.5,f,1:x,0,251,255,865,866,0,0
0,Ab1,[Samarqand] 20[9],0,1.43,fh,1:x,0,209,0,824,825,0,0
0,ImAfr,Madi0t alSalam(188?) unspec,0,2.81,17n,1:oreg.,0,188,0,803,804,0,0
0,ImAfr,xxx 190               unspec,0,1.24,f,1:NVlag4,0,190,0,805,806,0,0
0,ImKz1,Ard alKhazar [223] K108 2/R2,0,1.15,fh 6n,1:x,0,223,0,837,838,0,0
0,ImKz1,xxx xx6               unspec,0,0.82,f 9n,1:oreg.,0,6,0,627,628,0,0
0,ImKz1,xxx 1xx               unspec,0,2.76,h 18n,1:oreg.,0,1,0,622,623,0,0
0,Im9th,Madi0t alSalam 193 K78 2/R1,0,1.83,f 3n,0,181,193,0,808,809,0,0
0,Im9th,NM ND                 S 1317,0,2.89,0,0,181,1317,0,0,0,0,0
0,Im9th,NM ND (240?47?)        S 597,0,2.4,0,1:NVlag4,0,24047597,0,0,0,0,0
0,Im9th,xxx xxx            K 78 3/R1,0,1.43,f 6n,1:NVlag4,0,7831,0,0,0,0,0
0,Im9th,xxx xxx               unspec,0,1.13,f,0,181,0,0,0,0,0,0
0,Im9th,xxx xxx               unspec,0,0.63,f 3n,1:NVlag4,0,0,0,0,0,0,0
0,Im9th,xxx xxx               unspec,0,0.43,f,0,181,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
