reg.nr,Dynasti,Myntort och årtal,AD,gram,kondition,"""fynd""","""fynd""",Hegria Date,Date Range 1,Date Range 2,Hegria Date 2,Date range 1,Date Range 2,Hegria Date 3,Date Range 1,Date Range 2,Hegria Date 4,Date Range 1,Date Range 2
103,Ab1,,0,0.97,f,,223,0,,,0,,,0,,,0,,
455,Ab1,,0,0.97,f,,196,0,,,0,,,0,,,0,,
65,Ab1,,0,0.96,f 2n,,193,0,,,0,,,0,,,0,,
304,Ab1,,0,0.96,f,,130,0,,,0,,,0,,,0,,
330,Ab1,,0,0.96,f,,130,0,,,0,,,0,,,0,,
461,Ab1,,0,0.96,f 3n,,151,0,,,0,,,0,,,0,,
463,Ab1,,0,0.96,f 1n,,151,0,,,0,,,0,,,0,,
563,Ab1,,0,0.96,f 1n,,326,0,,,0,,,0,,,0,,
783,Ab1,,0,0.96,f,,321,0,,,0,,,0,,,0,,
1332,Ab1,,0,0.96,f 5n,,312,0,,,0,,,0,,,0,,
29,Ab1,,0,0.95,f .,,317,0,,,0,,,0,,,0,,
47,Ab1,,0,0.95,f 1n,,193,0,,,0,,,0,,,0,,
87,Ab1,,0,0.95,f 3n,,223,0,,,0,,,0,,,0,,
245,Ab1,,0,0.95,f 1n,,131,0,,,0,,,0,,,0,,
157,Ab1,,0,0.95,f 3n,,330,0,,,0,,,0,,,0,,
497,Ab1,,0,0.95,f,,200,0,,,0,,,0,,,0,,
475,Ab1,,0,0.95,f,,151,0,,,0,,,0,,,0,,
467,Ab1,,0,0.95,f,,151,0,,,0,,,0,,,0,,
369,Ab1,,0,0.95,f,,155,0,,,0,,,0,,,0,,
1353,Ab1,,0,0.95,f 1n,,315,0,,,0,,,0,,,0,,
701,Ab1,,0,0.94,f 1n,,331,0,,,0,,,0,,,0,,
51,Ab1,,0,0.94,f 1n,,193,0,,,0,,,0,,,0,,
259,Ab1,,0,0.94,f 2n,,131,0,,,0,,,0,,,0,,
528,Ab1,,0,0.94,f,,304,0,,,0,,,0,,,0,,
520,Ab1,,0,0.94,f 1n,,200,0,,,0,,,0,,,0,,
139,Ab1,,0,0.94,f 1n,,330,0,,,0,,,0,,,0,,
993,Ab1,,0,0.94,fh 1n,,102,0,,,0,,,0,,,0,,
932,Ab1,,0,0.94,f 3n,,265,0,,,0,,,0,,,0,,
1197,Ab1,,0,0.94,f 3n,,93,0,,,0,,,0,,,0,,
1318,Ab1,,0,0.94,f 10n,,312,0,,,0,,,0,,,0,,
278,Ab1,,0,0.93,f,,131,0,,,0,,,0,,,0,,
257,Ab1,,0,0.93,f 1n,,131,0,,,0,,,0,,,0,,
1054,Ab1,,0,0.93,f 2n,,133,0,,,0,,,0,,,0,,
331,Ab1,,0,0.93,f 4n,,130,0,,,0,,,0,,,0,,
789,Ab1,,0,0.93,f,,321,0,,,0,,,0,,,0,,
763,Ab1,,0,0.93,f,,311,0,,,0,,,0,,,0,,
1009,Ab1,,0,0.93,f 9n,,146,0,,,0,,,0,,,0,,
833,Ab1,,0,0.93,f,,204,0,,,0,,,0,,,0,,
1142,Ab1,,0,0.93,f 9n,,203,0,,,0,,,0,,,0,,
1296,Ab1,,0,0.93,f 4n,,296,0,,,0,,,0,,,0,,
3,Ab1,,0,0.92,f 1n,,317,0,,,0,,,0,,,0,,
1111,Ab1,,0,0.92,f,,130,0,,,0,,,0,,,0,,
1094,Ab1,,0,0.92,f,,148,0,,,0,,,0,,,0,,
1241,Ab1,,0,0.92,f 1n,,255,0,,,0,,,0,,,0,,
1285,Ab1,,0,0.92,f,,295,0,,,0,,,0,,,0,,
1316,Ab1,,0,0.92,f 1n.,,312,0,,,0,,,0,,,0,,
75,Ab1,,0,0.91,f 3n,,193,0,,,0,,,0,,,0,,
21,Ab1,,0,0.91,f,,317,0,,,0,,,0,,,0,,
146,Ab1,,0,0.91,f 2n,,330,0,,,0,,,0,,,0,,
422,Ab1,,0,0.91,f,,66,0,,,0,,,0,,,0,,
696,Ab1,,0,0.91,f 2n.,,327,0,,,0,,,0,,,0,,
579,Ab1,,0,0.91,f 2n,,52,0,,,0,,,0,,,0,,
762,Ab1,,0,0.91,f,,311,0,,,0,,,0,,,0,,
981,Ab1,,0,0.91,f,,392,0,,,0,,,0,,,0,,
1385,Ab1,,0,0.91,f,,326,0,,,0,,,0,,,0,,
1368,Ab1,,0,0.91,f 2n,,379,0,,,0,,,0,,,0,,
13,Ab1,,0,0.9,f,,317,0,,,0,,,0,,,0,,
618,Ab1,,0,0.9,f,,96,0,,,0,,,0,,,0,,
220,Ab1,,0,0.9,f 2n,,131,0,,,0,,,0,,,0,,
557,Ab1,,0,0.9,f .,,326,0,,,0,,,0,,,0,,
639,Ab1,,0,0.9,f 3n,,179,0,,,0,,,0,,,0,,
699,Ab1,,0,0.9,f,,331,0,,,0,,,0,,,0,,
399,Ab1,,0,0.9,f .,,155,0,,,0,,,0,,,0,,
1083,Ab1,,0,0.9,f 3n,,148,0,,,0,,,0,,,0,,
1208,Ab1,,0,0.9,f,,129,0,,,0,,,0,,,0,,
515,Ab1,,0,0.89,f,,200,0,,,0,,,0,,,0,,
511,Ab1,,0,0.89,f,,200,0,,,0,,,0,,,0,,
613,Ab1,,0,0.89,f,,82,0,,,0,,,0,,,0,,
887,Ab1,,0,0.89,f,,378,0,,,0,,,0,,,0,,
1018,Ab1,,0,0.89,f 2n,,225,0,,,0,,,0,,,0,,
787,Ab1,,0,0.89,f 3n.,,321,0,,,0,,,0,,,0,,
915,Ab1,,0,0.89,f,,303,0,,,0,,,0,,,0,,
928,Ab1,,0,0.89,f 2n,,265,0,,,0,,,0,,,0,,
996,Ab1,,0,0.89,f 1n,,102,0,,,0,,,0,,,0,,
823,Ab1,,0,0.89,f 4n,,170,0,,,0,,,0,,,0,,
1157,Ab1,,0,0.89,f,,252,0,,,0,,,0,,,0,,
1267,Ab1,,0,0.89,fh 1n,,255,0,,,0,,,0,,,0,,
1247,Ab1,,0,0.89,f 1n,,255,0,,,0,,,0,,,0,,
1137,Ab1,,0,0.89,f 1n,,203,0,,,0,,,0,,,0,,
35,Ab1,,0,0.88,f,,193,0,,,0,,,0,,,0,,
204,Ab1,,0,0.88,f,,131,0,,,0,,,0,,,0,,
1203,Ab1,,0,0.88,f 5n,,129,0,,,0,,,0,,,0,,
325,Ab1,,0,0.88,f,,130,0,,,0,,,0,,,0,,
888,Ab1,,0,0.88,f,,378,0,,,0,,,0,,,0,,
1061,Ab1,,0,0.88,f,,133,0,,,0,,,0,,,0,,
1254,Ab1,,0,0.88,f,,255,0,,,0,,,0,,,0,,
441,Ab1,,0,0.88,f,,196,0,,,0,,,0,,,0,,
1319,Ab1,,0,0.88,f .,,312,0,,,0,,,0,,,0,,
67,Ab1,,0,0.87,f 2n,,193,0,,,0,,,0,,,0,,
138,Ab1,,0,0.87,f,,330,0,,,0,,,0,,,0,,
227,Ab1,,0,0.87,f 12n,,131,0,,,0,,,0,,,0,,
265,Ab1,,0,0.87,f,,131,0,,,0,,,0,,,0,,
347,Ab1,,0,0.87,f 4n,,130,0,,,0,,,0,,,0,,
1112,Ab1,,0,0.87,f,,130,0,,,0,,,0,,,0,,
1006,Ab1,,0,0.87,f 7n,,146,0,,,0,,,0,,,0,,
555,Ab1,,0,0.87,f,,326,0,,,0,,,0,,,0,,
814,Ab1,,0,0.87,f .,,321,0,,,0,,,0,,,0,,
1057,Ab1,,0,0.87,f,,133,0,,,0,,,0,,,0,,
706,Ab1,,0,0.87,f 1n,,333,0,,,0,,,0,,,0,,
737,Ab1,,0,0.87,f,,119,0,,,0,,,0,,,0,,
1360,Ab1,,0,0.87,f 1n,,320,0,,,0,,,0,,,0,,
1352,Ab1,,0,0.87,f 1n,,315,0,,,0,,,0,,,0,,
108,Ab1,,0,0.86,f 1n,,223,0,,,0,,,0,,,0,,
122,Ab1,,0,0.86,f,,330,0,,,0,,,0,,,0,,
231,Ab1,,0,0.86,f,,131,0,,,0,,,0,,,0,,
260,Ab1,,0,0.86,f .,,131,0,,,0,,,0,,,0,,
501,Ab1,,0,0.86,f 1n,,200,0,,,0,,,0,,,0,,
697,Ab1,,0,0.86,f .,,327,0,,,0,,,0,,,0,,
913,Ab1,,0,0.86,f,,303,0,,,0,,,0,,,0,,
1269,Ab1,,0,0.86,f,,255,0,,,0,,,0,,,0,,
1336,Ab1,,0,0.86,f,,312,0,,,0,,,0,,,0,,
49,Ab1,,0,0.85,f 1n,,193,0,,,0,,,0,,,0,,
172,Ab1,,0,0.85,f 1n,,330,0,,,0,,,0,,,0,,
193,Ab1,,0,0.85,f,,330,0,,,0,,,0,,,0,,
370,Ab1,,0,0.85,f,,155,0,,,0,,,0,,,0,,
457,Ab1,,0,0.85,fh,,196,0,,,0,,,0,,,0,,
524,Ab1,,0,0.85,f,,341,0,,,0,,,0,,,0,,
824,Ab1,,0,0.85,f 9n,,170,0,,,0,,,0,,,0,,
1265,Ab1,,0,0.85,f 6n,,255,0,,,0,,,0,,,0,,
956,Ab1,,0,0.85,f,,265,0,,,0,,,0,,,0,,
934,Ab1,,0,0.85,f 1n,,265,0,,,0,,,0,,,0,,
1175,Ab1,,0,0.85,f,,258,0,,,0,,,0,,,0,,
1221,Ab1,,0,0.85,f 1n,,171,0,,,0,,,0,,,0,,
845,Ab1,,0,0.85,f 4n,,204,0,,,0,,,0,,,0,,
124,Ab1,,0,0.84,f,,330,0,,,0,,,0,,,0,,
163,Ab1,,0,0.84,f 12n,,330,0,,,0,,,0,,,0,,
226,Ab1,,0,0.84,f,,131,0,,,0,,,0,,,0,,
207,Ab1,,0,0.84,f,,131,0,,,0,,,0,,,0,,
506,Ab1,,0,0.84,fh,,200,0,,,0,,,0,,,0,,
376,Ab1,,0,0.84,f,,155,0,,,0,,,0,,,0,,
549,Ab1,,0,0.84,f .,,304,0,,,0,,,0,,,0,,
606,Ab1,,0,0.84,f,,81,0,,,0,,,0,,,0,,
1023,Ab1,,0,0.84,f,,225,0,,,0,,,0,,,0,,
123,Ab1,,0,0.83,f,,330,0,,,0,,,0,,,0,,
637,Ab1,,0,0.83,f 2n,,143,0,,,0,,,0,,,0,,
650,Ab1,,0,0.83,f,,194,0,,,0,,,0,,,0,,
951,Ab1,,0,0.83,f .,,265,0,,,0,,,0,,,0,,
499,Ab1,,0,0.82,f 4n,,200,0,,,0,,,0,,,0,,
464,Ab1,,0,0.82,f 3n,,151,0,,,0,,,0,,,0,,
622,Ab1,,0,0.82,f,,105,0,,,0,,,0,,,0,,
725,Ab1,,0,0.82,f 4n,,119,0,,,0,,,0,,,0,,
666,Ab1,,0,0.82,f 1n,,253,0,,,0,,,0,,,0,,
611,Ab1,,0,0.82,f,,82,0,,,0,,,0,,,0,,
871,Ab1,,0,0.82,f,,222,0,,,0,,,0,,,0,,
791,Ab1,,0,0.82,f 5n,,321,0,,,0,,,0,,,0,,
973,Ab1,,0,0.82,f .,,343,0,,,0,,,0,,,0,,
1008,Ab1,,0,0.82,f,,146,0,,,0,,,0,,,0,,
84,Ab1,,0,0.81,f,,223,0,,,0,,,0,,,0,,
264,Ab1,,0,0.81,f,,131,0,,,0,,,0,,,0,,
180,Ab1,,0,0.81,f 2n,,330,0,,,0,,,0,,,0,,
346,Ab1,,0,0.81,f,,130,0,,,0,,,0,,,0,,
923,Ab1,,0,0.81,f .,,265,0,,,0,,,0,,,0,,
1106,Ab1,,0,0.81,f 10n,,130,0,,,0,,,0,,,0,,
1274,Ab1,,0,0.81,f 2n,,255,0,,,0,,,0,,,0,,
1312,Ab1,,0,0.81,f .,,312,0,,,0,,,0,,,0,,
958,Ab1,,0,0.8,f,,265,0,,,0,,,0,,,0,,
10,Ab1,,0,0.8,f,,317,0,,,0,,,0,,,0,,
437,Ab1,,0,0.8,f,,196,0,,,0,,,0,,,0,,
410,Ab1,,0,0.8,f 7n.,,155,0,,,0,,,0,,,0,,
482,Ab1,,0,0.8,f 8n,,151,0,,,0,,,0,,,0,,
316,Ab1,,0,0.8,f 5n,,130,0,,,0,,,0,,,0,,
1114,Ab1,,0,0.8,f,,130,0,,,0,,,0,,,0,,
1140,Ab1,,0,0.8,fh,,203,0,,,0,,,0,,,0,,
1370,Ab1,,0,0.8,fg 4n,,379,0,,,0,,,0,,,0,,
240,Ab1,,0,0.79,f 2n,,131,0,,,0,,,0,,,0,,
530,Ab1,,0,0.79,f 3n,,304,0,,,0,,,0,,,0,,
387,Ab1,,0,0.79,f,,155,0,,,0,,,0,,,0,,
879,Ab1,,0,0.79,f,,378,0,,,0,,,0,,,0,,
81,Ab1,,0,0.78,f,,223,0,,,0,,,0,,,0,,
181,Ab1,,0,0.78,f 2n,,330,0,,,0,,,0,,,0,,
152,Ab1,,0,0.78,f 11n,,330,0,,,0,,,0,,,0,,
234,Ab1,,0,0.78,f 1n,,131,0,,,0,,,0,,,0,,
219,Ab1,,0,0.78,f,,131,0,,,0,,,0,,,0,,
660,Ab1,,0,0.78,f,,246,0,,,0,,,0,,,0,,
593,Ab1,,0,0.78,f,,69,0,,,0,,,0,,,0,,
546,Ab1,,0,0.78,f,,304,0,,,0,,,0,,,0,,
1109,Ab1,,0,0.78,f,,130,0,,,0,,,0,,,0,,
1144,Ab1,,0,0.78,f,,203,0,,,0,,,0,,,0,,
222,Ab1,,0,0.77,f 4n,,131,0,,,0,,,0,,,0,,
1173,Ab1,,0,0.77,f,,252,0,,,0,,,0,,,0,,
1289,Ab1,,0,0.77,f 1n,,296,0,,,0,,,0,,,0,,
561,Ab1,,0,0.77,f 5n,,326,0,,,0,,,0,,,0,,
975,Ab1,,0,0.77,f,,343,0,,,0,,,0,,,0,,
757,Ab1,,0,0.77,f 3n,,311,0,,,0,,,0,,,0,,
1024,Ab1,,0,0.77,f,,225,0,,,0,,,0,,,0,,
1014,Ab1,,0,0.77,f 2n,,225,0,,,0,,,0,,,0,,
828,Ab1,,0,0.77,f 11n,,204,0,,,0,,,0,,,0,,
1273,Ab1,,0,0.77,f,,255,0,,,0,,,0,,,0,,
1128,Ab1,,0,0.77,f,,130,0,,,0,,,0,,,0,,
1295,Ab1,,0,0.77,f,,296,0,,,0,,,0,,,0,,
550,Ab1,,0,0.77,f 1n,,304,0,,,0,,,0,,,0,,
842,Ab1,,0,0.77,f 9n.,,204,0,,,0,,,0,,,0,,
88,Ab1,,0,0.76,f 3n,,223,0,,,0,,,0,,,0,,
878,Ab1,,0,0.76,f .,,222,0,,,0,,,0,,,0,,
335,Ab1,,0,0.76,f,,130,0,,,0,,,0,,,0,,
554,Ab1,,0,0.76,f,,326,0,,,0,,,0,,,0,,
738,Ab1,,0,0.76,f,,119,0,,,0,,,0,,,0,,
244,Ab1,,0,0.76,f,,131,0,,,0,,,0,,,0,,
780,Ab1,,0,0.76,f .,,321,0,,,0,,,0,,,0,,
881,Ab1,,0,0.76,f,,378,0,,,0,,,0,,,0,,
1222,Ab1,,0,0.76,f,,171,0,,,0,,,0,,,0,,
1358,Ab1,,0,0.76,f 7n,,320,0,,,0,,,0,,,0,,
322,Ab1,,0,0.75,f,,130,0,,,0,,,0,,,0,,
377,Ab1,,0,0.75,f,,155,0,,,0,,,0,,,0,,
1311,Ab1,,0,0.75,f 3n,,312,0,,,0,,,0,,,0,,
534,Ab1,,0,0.75,f 1n,,304,0,,,0,,,0,,,0,,
831,Ab1,,0,0.75,f 6n,,204,0,,,0,,,0,,,0,,
731,Ab1,,0,0.75,f 1n,,119,0,,,0,,,0,,,0,,
740,Ab1,,0,0.75,f 3n,,119,0,,,0,,,0,,,0,,
899,Ab1,,0,0.75,f,,303,0,,,0,,,0,,,0,,
1313,Ab1,,0,0.75,fh 1n.,,312,0,,,0,,,0,,,0,,
1335,Ab1,,0,0.75,f 1n,,312,0,,,0,,,0,,,0,,
1330,Ab1,,0,0.75,f ..,,312,0,,,0,,,0,,,0,,
246,Ab1,,0,0.74,f 2n,,131,0,,,0,,,0,,,0,,
143,Ab1,,0,0.74,f 1n,,330,0,,,0,,,0,,,0,,
277,Ab1,,0,0.74,f 4n,,131,0,,,0,,,0,,,0,,
761,Ab1,,0,0.74,f,,311,0,,,0,,,0,,,0,,
368,Ab1,,0,0.74,f 1n,,155,0,,,0,,,0,,,0,,
705,Ab1,,0,0.74,f 5n,,333,0,,,0,,,0,,,0,,
839,Ab1,,0,0.74,f,,204,0,,,0,,,0,,,0,,
889,Ab1,,0,0.74,f 1n,,378,0,,,0,,,0,,,0,,
355,Ab1,,0,0.74,f,,130,0,,,0,,,0,,,0,,
1098,Ab1,,0,0.74,f 5n,,148,0,,,0,,,0,,,0,,
1003,Ab1,,0,0.74,f,,146,0,,,0,,,0,,,0,,
1080,Ab1,,0,0.74,f,,148,0,,,0,,,0,,,0,,
1322,Ab1,,0,0.74,f,,312,0,,,0,,,0,,,0,,
730,Ab1,,0,0.73,f .,,119,0,,,0,,,0,,,0,,
929,Ab1,,0,0.73,f,,265,0,,,0,,,0,,,0,,
1110,Ab1,,0,0.73,f 3n,,130,0,,,0,,,0,,,0,,
941,Ab1,,0,0.73,f 2n,,265,0,,,0,,,0,,,0,,
1293,Ab1,,0,0.73,f,,296,0,,,0,,,0,,,0,,
1337,Ab1,,0,0.73,f 9n,,315,0,,,0,,,0,,,0,,
106,Ab1,,0,0.72,f 1n,,223,0,,,0,,,0,,,0,,
44,Ab1,,0,0.72,f,,193,0,,,0,,,0,,,0,,
521,Ab1,,0,0.72,f,,200,0,,,0,,,0,,,0,,
495,Ab1,,0,0.72,f 4n,,200,0,,,0,,,0,,,0,,
604,Ab1,,0,0.72,f,,81,0,,,0,,,0,,,0,,
569,Ab1,,0,0.72,f,,21,0,,,0,,,0,,,0,,
664,Ab1,,0,0.72,f 1n,,253,0,,,0,,,0,,,0,,
645,Ab1,,0,0.72,f 3n,,187,0,,,0,,,0,,,0,,
784,Ab1,,0,0.72,f,,321,0,,,0,,,0,,,0,,
1306,Ab1,,0,0.72,f 7n,,312,0,,,0,,,0,,,0,,
1379,Ab1,,0,0.72,f 6n,,378,0,,,0,,,0,,,0,,
33,Ab1,,0,0.71,f,,193,0,,,0,,,0,,,0,,
7,Ab1,,0,0.71,f 2n,,317,0,,,0,,,0,,,0,,
209,Ab1,,0,0.71,f,,131,0,,,0,,,0,,,0,,
420,Ab1,,0,0.71,f,,66,0,,,0,,,0,,,0,,
477,Ab1,,0,0.71,f 4n.,,151,0,,,0,,,0,,,0,,
350,Ab1,,0,0.71,f h,,130,0,,,0,,,0,,,0,,
714,Ab1,,0,0.71,f,,385,0,,,0,,,0,,,0,,
710,Ab1,,0,0.71,f,,333,0,,,0,,,0,,,0,,
553,Ab1,,0,0.71,f 5n,,304,0,,,0,,,0,,,0,,
890,Ab1,,0,0.71,f 4n,,378,0,,,0,,,0,,,0,,
1005,Ab1,,0,0.71,f,,146,0,,,0,,,0,,,0,,
840,Ab1,,0,0.71,f 1n,,204,0,,,0,,,0,,,0,,
997,Ab1,,0,0.71,f,,102,0,,,0,,,0,,,0,,
1037,Ab1,,0,0.71,f 15n,,245,0,,,0,,,0,,,0,,
1025,Ab1,,0,0.71,f,,225,0,,,0,,,0,,,0,,
1092,Ab1,,0,0.71,f,,148,0,,,0,,,0,,,0,,
1310,Ab1,,0,0.71,f 4n,,312,0,,,0,,,0,,,0,,
1345,Ab1,,0,0.71,f 1n,,315,0,,,0,,,0,,,0,,
83,Ab1,,0,0.7,f,,223,0,,,0,,,0,,,0,,
228,Ab1,,0,0.7,f,,131,0,,,0,,,0,,,0,,
253,Ab1,,0,0.7,f 1n,,131,0,,,0,,,0,,,0,,
393,Ab1,,0,0.7,f,,155,0,,,0,,,0,,,0,,
648,Ab1,,0,0.7,f 2n,,194,0,,,0,,,0,,,0,,
968,Ab1,,0,0.7,f,,343,0,,,0,,,0,,,0,,
1204,Ab1,,0,0.7,f 9n,,129,0,,,0,,,0,,,0,,
1331,Ab1,,0,0.7,f 1n,,312,0,,,0,,,0,,,0,,
43,Ab1,,0,0.69,f,,193,0,,,0,,,0,,,0,,
644,Ab1,,0,0.69,f,,187,0,,,0,,,0,,,0,,
623,Ab1,,0,0.69,f 6n,,105,0,,,0,,,0,,,0,,
620,Ab1,,0,0.69,f,,103,0,,,0,,,0,,,0,,
586,Ab1,,0,0.69,f,,65,0,,,0,,,0,,,0,,
874,Ab1,,0,0.69,f,,222,0,,,0,,,0,,,0,,
822,Ab1,,0,0.69,f 4n,,170,0,,,0,,,0,,,0,,
904,Ab1,,0,0.69,f 8n,,303,0,,,0,,,0,,,0,,
1268,Ab1,,0,0.69,f 8n,,255,0,,,0,,,0,,,0,,
837,Ab1,,0,0.69,f 5n,,204,0,,,0,,,0,,,0,,
1156,Ab1,,0,0.69,f 9nnh,,252,0,,,0,,,0,,,0,,
1259,Ab1,,0,0.69,f,,255,0,,,0,,,0,,,0,,
1211,Ab1,,0,0.69,f,,129,0,,,0,,,0,,,0,,
1270,Ab1,,0,0.69,f 5n,,255,0,,,0,,,0,,,0,,
1347,Ab1,,0,0.69,f 2n,,315,0,,,0,,,0,,,0,,
1338,Ab1,,0,0.69,f 10n,,315,0,,,0,,,0,,,0,,
1371,Ab1,,0,0.69,f,,252,0,,,0,,,0,,,0,,
224,Ab1,,0,0.68,f 1n,,131,0,,,0,,,0,,,0,,
203,Ab1,,0,0.68,f,,131,0,,,0,,,0,,,0,,
145,Ab1,,0,0.68,f,,330,0,,,0,,,0,,,0,,
746,Ab1,,0,0.68,f 3n,,300,0,,,0,,,0,,,0,,
910,Ab1,,0,0.68,f 1n,,303,0,,,0,,,0,,,0,,
595,Ab1,,0,0.68,f,,69,0,,,0,,,0,,,0,,
716,Ab1,,0,0.68,f 4n,,385,0,,,0,,,0,,,0,,
799,Ab1,,0,0.68,f 11n,,321,0,,,0,,,0,,,0,,
598,Ab1,,0,0.68,f,,81,0,,,0,,,0,,,0,,
589,Ab1,,0,0.68,f 1n.,,65,0,,,0,,,0,,,0,,
1223,Ab1,,0,0.68,f,,171,0,,,0,,,0,,,0,,
1210,Ab1,,0,0.68,f,,129,0,,,0,,,0,,,0,,
1219,Ab1,,0,0.68,f 2n,,171,0,,,0,,,0,,,0,,
1123,Ab1,,0,0.68,f 2n,,130,0,,,0,,,0,,,0,,
40,Ab1,,0,0.67,f 1n,,193,0,,,0,,,0,,,0,,
333,Ab1,,0,0.67,f 3n,,130,0,,,0,,,0,,,0,,
1116,Ab1,,0,0.67,f,,130,0,,,0,,,0,,,0,,
315,Ab1,,0,0.67,f,,130,0,,,0,,,0,,,0,,
976,Ab1,,0,0.67,f 3n,,392,0,,,0,,,0,,,0,,
1047,Ab1,,0,0.67,f,,133,0,,,0,,,0,,,0,,
1107,Ab1,,0,0.67,fh 1n,,130,0,,,0,,,0,,,0,,
641,Ab1,,0,0.67,f,,179,0,,,0,,,0,,,0,,
1077,Ab1,,0,0.67,f,,148,0,,,0,,,0,,,0,,
275,Ab1,,0,0.66,f 3n,,131,0,,,0,,,0,,,0,,
160,Ab1,,0,0.66,f 5n,,330,0,,,0,,,0,,,0,,
344,Ab1,,0,0.66,f 6n,,130,0,,,0,,,0,,,0,,
491,Ab1,,0,0.66,f,,200,0,,,0,,,0,,,0,,
670,Ab1,,0,0.66,f 8n,,263,0,,,0,,,0,,,0,,
1035,Ab1,,0,0.66,f,,245,0,,,0,,,0,,,0,,
994,Ab1,,0,0.66,f,,102,0,,,0,,,0,,,0,,
619,Ab1,,0,0.66,f 5n,,103,0,,,0,,,0,,,0,,
905,Ab1,,0,0.66,f 3n,,303,0,,,0,,,0,,,0,,
747,Ab1,,0,0.66,f 2n,,300,0,,,0,,,0,,,0,,
567,Ab1,,0,0.66,f 6n,,326,0,,,0,,,0,,,0,,
870,Ab1,,0,0.66,f,,222,0,,,0,,,0,,,0,,
1225,Ab1,,0,0.66,f 1n,,172,0,,,0,,,0,,,0,,
1258,Ab1,,0,0.66,f,,255,0,,,0,,,0,,,0,,
1374,Ab1,,0,0.66,f,,196,0,,,0,,,0,,,0,,
89,Ab1,,0,0.65,f 8n,,223,0,,,0,,,0,,,0,,
211,Ab1,,0,0.65,f .,,131,0,,,0,,,0,,,0,,
348,Ab1,,0,0.65,f 3n.,,130,0,,,0,,,0,,,0,,
1384,Ab1,,0,0.65,f,,255,0,,,0,,,0,,,0,,
339,Ab1,,0,0.65,f,,130,0,,,0,,,0,,,0,,
849,Ab1,,0,0.65,f 2n,,222,0,,,0,,,0,,,0,,
920,Ab1,,0,0.65,f 1n,,265,0,,,0,,,0,,,0,,
1372,Ab1,,0,0.65,f 10n,,303,0,,,0,,,0,,,0,,
651,Ab1,,0,0.65,f 1n,,224,0,,,0,,,0,,,0,,
150,Ab1,,0,0.64,f 2n,,330,0,,,0,,,0,,,0,,
489,Ab1,,0,0.64,f,,200,0,,,0,,,0,,,0,,
397,Ab1,,0,0.64,f,,155,0,,,0,,,0,,,0,,
352,Ab1,,0,0.64,f,,130,0,,,0,,,0,,,0,,
571,Ab1,,0,0.64,f 1n,,22,0,,,0,,,0,,,0,,
653,Ab1,,0,0.64,f 1n,,224,0,,,0,,,0,,,0,,
1084,Ab1,,0,0.64,f,,148,0,,,0,,,0,,,0,,
959,Ab1,,0,0.64,f 1n,,265,0,,,0,,,0,,,0,,
654,Ab1,,0,0.64,f,,240,0,,,0,,,0,,,0,,
1115,Ab1,,0,0.64,f,,130,0,,,0,,,0,,,0,,
1088,Ab1,,0,0.64,f,,148,0,,,0,,,0,,,0,,
665,Ab1,,0,0.64,f 1n,,253,0,,,0,,,0,,,0,,
786,Ab1,,0,0.64,f,,321,0,,,0,,,0,,,0,,
1015,Ab1,,0,0.64,f 2n,,225,0,,,0,,,0,,,0,,
1073,Ab1,,0,0.64,f,,148,0,,,0,,,0,,,0,,
1145,Ab1,,0,0.64,f 1n,,203,0,,,0,,,0,,,0,,
1299,Ab1,,0,0.64,f 3n,,312,0,,,0,,,0,,,0,,
1147,Ab1,,0,0.64,f 1n,,203,0,,,0,,,0,,,0,,
1153,Ab1,,0,0.64,f 1n,,252,0,,,0,,,0,,,0,,
38,Ab1,,0,0.63,f,,193,0,,,0,,,0,,,0,,
225,Ab1,,0,0.63,f,,131,0,,,0,,,0,,,0,,
306,Ab1,,0,0.63,f,,130,0,,,0,,,0,,,0,,
175,Ab1,,0,0.63,f,,330,0,,,0,,,0,,,0,,
439,Ab1,,0,0.63,f,,196,0,,,0,,,0,,,0,,
483,Ab1,,0,0.63,f 3n,,151,0,,,0,,,0,,,0,,
537,Ab1,,0,0.63,f 5n,,304,0,,,0,,,0,,,0,,
649,Ab1,,0,0.63,f,,194,0,,,0,,,0,,,0,,
903,Ab1,,0,0.63,f 2n,,303,0,,,0,,,0,,,0,,
885,Ab1,,0,0.63,f,,378,0,,,0,,,0,,,0,,
858,Ab1,,0,0.63,f .,,222,0,,,0,,,0,,,0,,
1340,Ab1,,0,0.63,f 1n,,315,0,,,0,,,0,,,0,,
1021,Ab1,,0,0.63,f,,225,0,,,0,,,0,,,0,,
942,Ab1,,0,0.63,f,,265,0,,,0,,,0,,,0,,
1218,Ab1,,0,0.63,f 5n,,171,0,,,0,,,0,,,0,,
1155,Ab1,,0,0.63,f 3n,,252,0,,,0,,,0,,,0,,
930,Ab1,,0,0.63,f 1n.,,265,0,,,0,,,0,,,0,,
86,Ab1,,0,0.62,f,,223,0,,,0,,,0,,,0,,
159,Ab1,,0,0.62,f,,330,0,,,0,,,0,,,0,,
614,Ab1,,0,0.62,f,,85,0,,,0,,,0,,,0,,
630,Ab1,,0,0.62,f 2n,,109,0,,,0,,,0,,,0,,
872,Ab1,,0,0.62,f .,,222,0,,,0,,,0,,,0,,
898,Ab1,,0,0.62,f,,303,0,,,0,,,0,,,0,,
1036,Ab1,,0,0.62,f,,245,0,,,0,,,0,,,0,,
